"","Year","D","Lat","Lon"
"1",2002,0.240223980109096,59.1202604537109,-166.330811856403
"2",2002,4.0976586770749,55.9803733180693,-164.523842806816
"3",2002,0.355149690176741,55.9770015202756,-161.5621993258
"4",2002,18.0787349593258,56.8122707659228,-163.19506681155
"5",2002,13.4433566957593,57.798542602078,-162.319115871703
"6",2002,6.00683461584267,56.0078937916312,-165.40437916196
"7",2002,18.4033614315822,56.7881033338113,-163.416886240776
"8",2002,1.40638649258598,57.7042583569828,-170.256574016818
"9",2002,7.72305474100964,58.5761241351673,-166.071066932001
"10",2002,6.15015439627784,58.572026366201,-167.811183274364
"11",2002,18.8267250201243,58.5339741505706,-165.30754416096
"12",2002,0.971092519829489,56.4823707651708,-168.92576533254
"13",2002,42.7848208583032,56.8595648708042,-166.312280311413
"14",2002,25.3068988802217,57.3576393408362,-165.851612173158
"15",2002,15.4616828965172,58.0037696396434,-167.405942299046
"16",2002,7.66596504892422,58.0091392365576,-162.226913414571
"17",2002,0.763816185323719,56.4098311753356,-160.184769174156
"18",2002,5.79694091831924,55.7384092138785,-163.450890617461
"19",2002,1.3378328979135,55.6618044997677,-165.61315137337
"20",2002,7.40979847777669,58.756038293305,-169.608842181202
"21",2002,0.672478970220545,57.1397693994095,-170.107352324274
"22",2002,11.1549335060884,56.7907526905266,-167.89744284321
"23",2002,0.0455563150790863,58.189605359343,-172.535457342384
"24",2002,37.4930876204928,57.3210587697919,-164.52854527196
"25",2002,10.5695124017197,56.5283004670415,-166.866555097295
"26",2002,0.338372459300404,55.4466070648469,-165.082282464814
"27",2002,0.0335742288657531,59.4073064693419,-166.02442950113
"28",2002,24.1621130798001,57.4628023860577,-161.680143272155
"29",2002,0.0112671037897747,57.2974377152177,-172.578763985622
"30",2002,0.925622873180176,56.5502081895564,-169.640871195293
"31",2002,1.62826392089511,58.5545772004637,-170.496596518122
"32",2002,6.92053312855169,56.2442561532016,-166.506693224453
"33",2002,3.92544509627735,55.4814858480065,-163.282252421534
"34",2002,4.71315577521863,56.4609451593318,-162.301855081191
"35",2002,11.6929317824922,57.9703877389452,-162.655305186358
"36",2002,10.3797034462813,56.2030262953986,-166.122007885313
"37",2002,28.2442786191593,57.3114447164618,-161.977685167338
"38",2002,41.7932146966083,58.3652589041093,-164.2239315824
"39",2002,1.40240647182316,56.2529166902231,-162.255028703033
"40",2002,0.898008468571838,56.4668566109003,-169.182426329944
