V1,V2,V3
-151.239344262295,72,-2589.37255859375
-151.072131147541,72,-2654.25512695312
-150.904918032787,72,-2771.19506835938
-150.737704918033,72,-2795.8251953125
-150.570491803279,72,-2852.115234375
-150.403278688525,72,-2902.865234375
-150.236065573771,72,-2953.34521484375
-150.068852459016,72,-2969.51513671875
-149.901639344262,72,-3006.39501953125
-149.734426229508,72,-3045.28515625
-149.567213114754,72,-3112.65502929688
-149.4,72,-3174.365234375
-149.232786885246,72,-3192.29516601562
-149.065573770492,72,-3200.96508789062
-148.898360655738,72,-3231.05712890625
-148.731147540984,72,-3254.87719726562
-148.56393442623,72,-3253.64721679688
-148.396721311475,72,-3262.9072265625
-148.229508196721,72,-3346.30712890625
-148.062295081967,72,-3372.39721679688
-147.895081967213,72,-3398.58227539062
-147.727868852459,72,-3414.93237304688
-147.560655737705,72,-3427.01220703125
-147.393442622951,72,-3415.25219726562
-147.226229508197,72,-3442.30224609375
-147.059016393443,72,-3468.76220703125
-146.891803278689,72,-3481.55737304688
-146.724590163934,72,-3471.95751953125
-146.55737704918,72,-3447.67749023438
-146.390163934426,72,-3435.12744140625
-146.222950819672,72,-3461.23754882812
-146.055737704918,72,-3467.1474609375
-145.888524590164,72,-3465.03735351562
-145.72131147541,72,-3455.67260742188
-145.554098360656,72,-3446.0126953125
-145.386885245902,72,-3415.15258789062
-145.219672131148,72,-3392.42260742188
-145.052459016393,72,-3370.81274414062
-144.885245901639,72,-3319.63256835938
-144.718032786885,72,-3292.482421875
-144.550819672131,72,-3269.29248046875
-144.383606557377,72,-3254.05249023438
-144.216393442623,72,-3252.16235351562
-144.049180327869,72,-3240.92236328125
-143.881967213115,72,-3201.8525390625
-143.714754098361,72,-3181.50244140625
-143.547540983607,72,-3132.1923828125
-143.380327868852,72,-3101.93237304688
-143.213114754098,72,-3073.65258789062
-143.045901639344,72,-3051.36254882812
-142.87868852459,72,-3028.33251953125
-142.711475409836,72,-3019.732421875
-142.544262295082,72,-3006.49487304688
-142.377049180328,72,-3014.90478515625
-142.209836065574,72,-2960.94482421875
-142.04262295082,72,-2937.59497070312
-141.875409836066,72,-2929.24487304688
-141.708196721311,72,-2940.45483398438
-141.540983606557,72,-2925.85009765625
-141.373770491803,72,-2875.31005859375
-141.206557377049,72,-2826.93017578125
-141.039344262295,72,-2813.31005859375
-140.872131147541,72,-2787.3701171875
-140.704918032787,72,-2771.580078125
-140.537704918033,72,-2752.90014648438
-140.370491803279,72,-2737.72241210938
-140.203278688525,72,-2715.0224609375
-140.03606557377,72,-2694.6025390625
-139.868852459016,72,-2672.642578125
-139.701639344262,72,-2654.22241210938
-139.534426229508,72,-2638.54248046875
-139.367213114754,72,-2638.86010742188
-139.2,72,-2638.94995117188
-139.032786885246,72,-2644.830078125
-138.865573770492,72,-2635.73999023438
-138.698360655738,72,-2626.60009765625
-138.531147540984,72,-2614.2099609375
-138.363934426229,72,-2597.169921875
-138.196721311475,72,-2529.19287109375
-138.029508196721,72,-2481.123046875
-137.862295081967,72,-2441.873046875
-137.695081967213,72,-2386.66284179688
-137.527868852459,72,-2314.4228515625
-137.360655737705,72,-2282.29296875
-137.193442622951,72,-2258.23266601562
-137.026229508197,72,-2234.61254882812
-136.859016393443,72,-2207.47265625
-136.691803278689,72,-2199.42260742188
-136.524590163934,72,-2181.77270507812
-136.35737704918,72,-2162.54272460938
-136.190163934426,72,-2136.22485351562
-136.022950819672,72,-2120.56469726562
-135.855737704918,72,-2106.31469726562
-135.688524590164,72,-2078.45483398438
-135.52131147541,72,-2006.0947265625
-135.354098360656,72,-1999.01477050781
-135.186885245902,72,-1988.27478027344
-135.019672131148,72,-1970.97497558594
-134.852459016393,72,-1953.18493652344
-134.685245901639,72,-1963.43493652344
-134.518032786885,72,-1952.69494628906
-134.350819672131,72,-1928.03503417969
-134.183606557377,72,-1853.53503417969
-134.016393442623,72,-1750.23999023438
-133.849180327869,72,-1695.080078125
-133.681967213115,72,-1645.44006347656
-133.514754098361,72,-1637.73999023438
-133.347540983607,72,-1650.91003417969
-133.180327868852,72,-1620.830078125
-133.013114754098,72,-1591.330078125
-132.845901639344,72,-1549.69738769531
-132.67868852459,72,-1516.15747070312
-132.511475409836,72,-1486.09741210938
-132.344262295082,72,-1438.52746582031
-132.177049180328,72,-1319.34741210938
-132.009836065574,72,-1271.77746582031
-131.84262295082,72,-1223.78979492188
-131.675409836066,72,-1173.36987304688
-131.508196721311,72,-1058.22985839844
-131.340983606557,72,-1005.42987060547
-131.173770491803,72,-955.709838867188
-131.006557377049,72,-900.079833984375
-130.839344262295,72,-764.414978027344
-130.672131147541,72,-686.85498046875
-130.504918032787,72,-610.964965820312
-130.337704918033,72,-537.31494140625
-130.170491803279,72,-409.814971923828
-130.003278688525,72,-361.044982910156
-129.83606557377,72,-338.444976806641
-129.668852459016,72,-336.587585449219
-129.501639344262,72,-343.227600097656
-129.334426229508,72,-346.277587890625
-129.167213114754,72,-359.247589111328
-129,72,-376.057586669922
-180,71.8320610687023,-31.8450012207031
-179.832786885246,71.8320610687023,-30.6550006866455
-179.665573770492,71.8320610687023,-30.2050018310547
-179.498360655738,71.8320610687023,-30.5250015258789
-179.331147540984,71.8320610687023,-31.0150012969971
-179.16393442623,71.8320610687023,-30.8250007629395
-178.996721311475,71.8320610687023,-30.2275009155273
-178.829508196721,71.8320610687023,-30.1275005340576
-178.662295081967,71.8320610687023,-29.167501449585
-178.495081967213,71.8320610687023,-28.9775009155273
-178.327868852459,71.8320610687023,-28.0075016021729
-178.160655737705,71.8320610687023,-27.1575012207031
-177.993442622951,71.8320610687023,-26.5275001525879
-177.826229508197,71.8320610687023,-26.4899978637695
-177.659016393443,71.8320610687023,-27.9899978637695
-177.491803278689,71.8320610687023,-28.3599967956543
-177.324590163934,71.8320610687023,-28.9399967193604
-177.15737704918,71.8320610687023,-29.8499965667725
-176.990163934426,71.8320610687023,-33.5899963378906
-176.822950819672,71.8320610687023,-35.7675018310547
-176.655737704918,71.8320610687023,-37.6975021362305
-176.488524590164,71.8320610687023,-39.2375030517578
-176.32131147541,71.8320610687023,-42.6175003051758
-176.154098360656,71.8320610687023,-45.2275009155273
-175.986885245902,71.8320610687023,-48.557502746582
-175.819672131148,71.8320610687023,-53.5675010681152
-175.652459016393,71.8320610687023,-58.6074981689453
-175.485245901639,71.8320610687023,-64.9674987792969
-175.318032786885,71.8320610687023,-70.0475006103516
-175.150819672131,71.8320610687023,-72.4974975585938
-174.983606557377,71.8320610687023,-70.4574966430664
-174.816393442623,71.8320610687023,-67.0974960327148
-174.649180327869,71.8320610687023,-59.6550025939941
-174.481967213115,71.8320610687023,-55.8650016784668
-174.314754098361,71.8320610687023,-51.5750045776367
-174.147540983607,71.8320610687023,-51.6450042724609
-173.980327868852,71.8320610687023,-51.4150047302246
-173.813114754098,71.8320610687023,-51.7350044250488
-173.645901639344,71.8320610687023,-53.0699996948242
-173.47868852459,71.8320610687023,-53.5099983215332
-173.311475409836,71.8320610687023,-53.0599975585938
-173.144262295082,71.8320610687023,-53.2700004577637
-172.977049180328,71.8320610687023,-55.6699981689453
-172.809836065574,71.8320610687023,-55.9799995422363
-172.64262295082,71.8320610687023,-56.1399993896484
-172.475409836066,71.8320610687023,-55.6025009155273
-172.308196721311,71.8320610687023,-54.5025024414062
-172.140983606557,71.8320610687023,-54.1425018310547
-171.973770491803,71.8320610687023,-54.4225006103516
-171.806557377049,71.8320610687023,-55.0625
-171.639344262295,71.8320610687023,-55.2525024414062
-171.472131147541,71.8320610687023,-55.1650009155273
-171.304918032787,71.8320610687023,-55.3050003051758
-171.137704918033,71.8320610687023,-55.0250015258789
-170.970491803279,71.8320610687023,-54.2649993896484
-170.803278688525,71.8320610687023,-54.4449996948242
-170.63606557377,71.8320610687023,-55.1749992370605
-170.468852459016,71.8320610687023,-55.2350006103516
-170.301639344262,71.8320610687023,-54.8374977111816
-170.134426229508,71.8320610687023,-54.8974990844727
-169.967213114754,71.8320610687023,-54.507495880127
-169.8,71.8320610687023,-53.7974967956543
-169.632786885246,71.8320610687023,-51.2274971008301
-169.465573770492,71.8320610687023,-50.2374992370605
-169.298360655738,71.8320610687023,-49.9874992370605
-169.131147540984,71.8320610687023,-49.747501373291
-168.96393442623,71.8320610687023,-49.9874992370605
-168.796721311475,71.8320610687023,-49.307502746582
-168.629508196721,71.8320610687023,-51.0475006103516
-168.462295081967,71.8320610687023,-50.1275024414062
-168.295081967213,71.8320610687023,-50.2824974060059
-168.127868852459,71.8320610687023,-50.8824996948242
-167.960655737705,71.8320610687023,-50.942497253418
-167.793442622951,71.8320610687023,-50.6024971008301
-167.626229508197,71.8320610687023,-49.9724998474121
-167.459016393443,71.8320610687023,-50.1525001525879
-167.291803278689,71.8320610687023,-49.2124977111816
-167.124590163934,71.8320610687023,-48.8849983215332
-166.95737704918,71.8320610687023,-46.2049980163574
-166.790163934426,71.8320610687023,-46.4650001525879
-166.622950819672,71.8320610687023,-45.9449996948242
-166.455737704918,71.8320610687023,-46.0849990844727
-166.288524590164,71.8320610687023,-45.8849983215332
-166.12131147541,71.8320610687023,-45.4074974060059
-165.954098360656,71.8320610687023,-45.0774955749512
-165.786885245902,71.8320610687023,-44.5274963378906
-165.619672131148,71.8320610687023,-38.9974975585938
-165.452459016393,71.8320610687023,-40.6674957275391
-165.285245901639,71.8320610687023,-41.0974960327148
-165.118032786885,71.8320610687023,-41.0174942016602
-164.950819672131,71.8320610687023,-41.0374984741211
-164.783606557377,71.8320610687023,-41.1074981689453
-164.616393442623,71.8320610687023,-40.2674980163574
-164.449180327869,71.8320610687023,-39.377498626709
-164.281967213115,71.8320610687023,-39.3274955749512
-164.114754098361,71.8320610687023,-40.007495880127
-163.947540983607,71.8320610687023,-40.4674987792969
-163.780327868852,71.8320610687023,-41.0574989318848
-163.613114754098,71.8320610687023,-40.7474975585938
-163.445901639344,71.8320610687023,-41.3675003051758
-163.27868852459,71.8320610687023,-41.5974998474121
-163.111475409836,71.8320610687023,-41.6974983215332
-162.944262295082,71.8320610687023,-39.1599960327148
-162.777049180328,71.8320610687023,-39.0199928283691
-162.609836065574,71.8320610687023,-40.4699935913086
-162.44262295082,71.8320610687023,-41.169994354248
-162.275409836066,71.8320610687023,-41.5599937438965
-162.108196721311,71.8320610687023,-43.0299949645996
-161.940983606557,71.8320610687023,-43.0399932861328
-161.773770491803,71.8320610687023,-43.5150032043457
-161.606557377049,71.8320610687023,-42.9350051879883
-161.439344262295,71.8320610687023,-43.2150039672852
-161.272131147541,71.8320610687023,-43.7850036621094
-161.104918032787,71.8320610687023,-43.6450042724609
-160.937704918033,71.8320610687023,-44.4350051879883
-160.770491803279,71.8320610687023,-46.8825035095215
-160.603278688525,71.8320610687023,-46.4025039672852
-160.43606557377,71.8320610687023,-45.0125045776367
-160.268852459016,71.8320610687023,-48.182502746582
-160.101639344262,71.8320610687023,-49.1525039672852
-159.934426229508,71.8320610687023,-50.5625038146973
-159.767213114754,71.8320610687023,-50.7925033569336
-159.6,71.8320610687023,-52.742488861084
-159.432786885246,71.8320610687023,-52.9724922180176
-159.265573770492,71.8320610687023,-53.3724899291992
-159.098360655738,71.8320610687023,-53.1924896240234
-158.931147540984,71.8320610687023,-55.0024909973145
-158.763934426229,71.8320610687023,-55.6924896240234
-158.596721311475,71.8320610687023,-57.5474967956543
-158.429508196721,71.8320610687023,-60.1174964904785
-158.262295081967,71.8320610687023,-61.3774948120117
-158.095081967213,71.8320610687023,-61.5974960327148
-157.927868852459,71.8320610687023,-63.9674949645996
-157.760655737705,71.8320610687023,-65.5874938964844
-157.593442622951,71.8320610687023,-68.7440032958984
-157.426229508197,71.8320610687023,-68.6640014648438
-157.259016393443,71.8320610687023,-68.3740005493164
-157.091803278689,71.8320610687023,-68.8639984130859
-156.924590163934,71.8320610687023,-69.0740051269531
-156.75737704918,71.8320610687023,-70.4240036010742
-156.590163934426,71.8320610687023,-72.5640029907227
-156.422950819672,71.8320610687023,-79.0489273071289
-156.255737704918,71.8320610687023,-88.0089263916016
-156.088524590164,71.8320610687023,-92.9989242553711
-155.92131147541,71.8320610687023,-99.1289291381836
-155.754098360656,71.8320610687023,-107.568923950195
-155.586885245902,71.8320610687023,-135.448928833008
-155.419672131148,71.8320610687023,-158.249801635742
-155.252459016393,71.8320610687023,-213.989807128906
-155.085245901639,71.8320610687023,-273.449798583984
-154.918032786885,71.8320610687023,-240.519805908203
-154.750819672131,71.8320610687023,-185.289810180664
-154.583606557377,71.8320610687023,-155.909805297852
-154.416393442623,71.8320610687023,-139.729797363281
-154.249180327869,71.8320610687023,-127.232482910156
-154.081967213115,71.8320610687023,-127.632484436035
-153.914754098361,71.8320610687023,-129.902481079102
-153.747540983607,71.8320610687023,-138.742477416992
-153.580327868852,71.8320610687023,-162.742477416992
-153.413114754098,71.8320610687023,-193.092483520508
-153.245901639344,71.8320610687023,-276.739898681641
-153.07868852459,71.8320610687023,-488.929901123047
-152.911475409836,71.8320610687023,-881.539916992188
-152.744262295082,71.8320610687023,-1190.38989257812
-152.577049180328,71.8320610687023,-1179.2099609375
-152.409836065574,71.8320610687023,-1287.50988769531
-152.24262295082,71.8320610687023,-1545.96008300781
-152.075409836066,71.8320610687023,-1690.60009765625
-151.908196721311,71.8320610687023,-1467.35009765625
-151.740983606557,71.8320610687023,-1794.54016113281
-151.573770491803,71.8320610687023,-2030.40014648438
-151.406557377049,71.8320610687023,-2252.34008789062
-151.239344262295,71.8320610687023,-2317.11010742188
-151.072131147541,71.8320610687023,-2336.10205078125
-150.904918032787,71.8320610687023,-2463.23193359375
-150.737704918033,71.8320610687023,-2505.14184570312
-150.570491803279,71.8320610687023,-2544.01196289062
-150.403278688525,71.8320610687023,-2552.53198242188
-150.236065573771,71.8320610687023,-2657.501953125
-150.068852459016,71.8320610687023,-2670.32446289062
-149.901639344262,71.8320610687023,-2736.46459960938
-149.734426229508,71.8320610687023,-2823.45458984375
-149.567213114754,71.8320610687023,-2865.63452148438
-149.4,71.8320610687023,-2899.564453125
-149.232786885246,71.8320610687023,-2935.50463867188
-149.065573770492,71.8320610687023,-2960.39453125
-148.898360655738,71.8320610687023,-2974.10034179688
-148.731147540984,71.8320610687023,-2985.23022460938
-148.56393442623,71.8320610687023,-2995.2802734375
-148.396721311475,71.8320610687023,-3027.97021484375
-148.229508196721,71.8320610687023,-3108.96020507812
-148.062295081967,71.8320610687023,-3144.76025390625
-147.895081967213,71.8320610687023,-3166.396484375
-147.727868852459,71.8320610687023,-3191.79663085938
-147.560655737705,71.8320610687023,-3246.23657226562
-147.393442622951,71.8320610687023,-3260.36645507812
-147.226229508197,71.8320610687023,-3268.17651367188
-147.059016393443,71.8320610687023,-3271.31665039062
-146.891803278689,71.8320610687023,-3328.41479492188
-146.724590163934,71.8320610687023,-3355.31494140625
-146.55737704918,71.8320610687023,-3360.73486328125
-146.390163934426,71.8320610687023,-3361.96484375
-146.222950819672,71.8320610687023,-3374.19482421875
-146.055737704918,71.8320610687023,-3395.31494140625
-145.888524590164,71.8320610687023,-3408.03491210938
-145.72131147541,71.8320610687023,-3405.4892578125
-145.554098360656,71.8320610687023,-3383.13916015625
-145.386885245902,71.8320610687023,-3383.19921875
-145.219672131148,71.8320610687023,-3395.84936523438
-145.052459016393,71.8320610687023,-3399.2392578125
-144.885245901639,71.8320610687023,-3373.20922851562
-144.718032786885,71.8320610687023,-3350.38647460938
-144.550819672131,71.8320610687023,-3321.3564453125
-144.383606557377,71.8320610687023,-3289.41650390625
-144.216393442623,71.8320610687023,-3216.88647460938
-144.049180327869,71.8320610687023,-3196.5263671875
-143.881967213115,71.8320610687023,-3182.75659179688
-143.714754098361,71.8320610687023,-3166.32641601562
-143.547540983607,71.8320610687023,-3115.16552734375
-143.380327868852,71.8320610687023,-3095.57543945312
-143.213114754098,71.8320610687023,-3071.1455078125
-143.045901639344,71.8320610687023,-3047.91552734375
-142.87868852459,71.8320610687023,-2981.73559570312
-142.711475409836,71.8320610687023,-2949.99560546875
-142.544262295082,71.8320610687023,-2928.25634765625
-142.377049180328,71.8320610687023,-2906.13623046875
-142.209836065574,71.8320610687023,-2878.4462890625
-142.04262295082,71.8320610687023,-2868.28637695312
-141.875409836066,71.8320610687023,-2854.57641601562
-141.708196721311,71.8320610687023,-2845.6962890625
-141.540983606557,71.8320610687023,-2865.57763671875
-141.373770491803,71.8320610687023,-2831.02758789062
-141.206557377049,71.8320610687023,-2781.02758789062
-141.039344262295,71.8320610687023,-2718.83764648438
-140.872131147541,71.8320610687023,-2688.86767578125
-140.704918032787,71.8320610687023,-2689.43774414062
-140.537704918033,71.8320610687023,-2689.07763671875
-140.370491803279,71.8320610687023,-2673.01000976562
-140.203278688525,71.8320610687023,-2656.55004882812
-140.03606557377,71.8320610687023,-2646.7099609375
-139.868852459016,71.8320610687023,-2634.31005859375
-139.701639344262,71.8320610687023,-2599.90991210938
-139.534426229508,71.8320610687023,-2548.68994140625
-139.367213114754,71.8320610687023,-2547.82250976562
-139.2,71.8320610687023,-2546.08251953125
-139.032786885246,71.8320610687023,-2548.65258789062
-138.865573770492,71.8320610687023,-2524.12255859375
-138.698360655738,71.8320610687023,-2506.00268554688
-138.531147540984,71.8320610687023,-2485.77270507812
-138.363934426229,71.8320610687023,-2493.642578125
-138.196721311475,71.8320610687023,-2482.33715820312
-138.029508196721,71.8320610687023,-2455.60717773438
-137.862295081967,71.8320610687023,-2433.0771484375
-137.695081967213,71.8320610687023,-2397.93725585938
-137.527868852459,71.8320610687023,-2363.27734375
-137.360655737705,71.8320610687023,-2331.30712890625
-137.193442622951,71.8320610687023,-2275.60229492188
-137.026229508197,71.8320610687023,-2209.18237304688
-136.859016393443,71.8320610687023,-2138.80224609375
-136.691803278689,71.8320610687023,-2114.39233398438
-136.524590163934,71.8320610687023,-2103.13232421875
-136.35737704918,71.8320610687023,-2095.00219726562
-136.190163934426,71.8320610687023,-2063.87255859375
-136.022950819672,71.8320610687023,-2046.07250976562
-135.855737704918,71.8320610687023,-2033.5625
-135.688524590164,71.8320610687023,-2022.49255371094
-135.52131147541,71.8320610687023,-1977.27258300781
-135.354098360656,71.8320610687023,-1939.8525390625
-135.186885245902,71.8320610687023,-1897.96252441406
-135.019672131148,71.8320610687023,-1853.37316894531
-134.852459016393,71.8320610687023,-1747.29321289062
-134.685245901639,71.8320610687023,-1727.76318359375
-134.518032786885,71.8320610687023,-1713.71313476562
-134.350819672131,71.8320610687023,-1757.55322265625
-134.183606557377,71.8320610687023,-1768.203125
-134.016393442623,71.8320610687023,-1725.88000488281
-133.849180327869,71.8320610687023,-1675.4599609375
-133.681967213115,71.8320610687023,-1585.21997070312
-133.514754098361,71.8320610687023,-1471.11999511719
-133.347540983607,71.8320610687023,-1459.16003417969
-133.180327868852,71.8320610687023,-1456.91003417969
-133.013114754098,71.8320610687023,-1452.5
-132.845901639344,71.8320610687023,-1400.61254882812
-132.67868852459,71.8320610687023,-1381.63256835938
-132.511475409836,71.8320610687023,-1363.892578125
-132.344262295082,71.8320610687023,-1346.40258789062
-132.177049180328,71.8320610687023,-1258.27258300781
-132.009836065574,71.8320610687023,-1209.78259277344
-131.84262295082,71.8320610687023,-1157.92749023438
-131.675409836066,71.8320610687023,-1112.1875
-131.508196721311,71.8320610687023,-1005.6875
-131.340983606557,71.8320610687023,-946.737487792969
-131.173770491803,71.8320610687023,-882.377502441406
-131.006557377049,71.8320610687023,-809.637512207031
-130.839344262295,71.8320610687023,-663.907470703125
-130.672131147541,71.8320610687023,-590.947448730469
-130.504918032787,71.8320610687023,-511.047485351562
-130.337704918033,71.8320610687023,-424.487457275391
-130.170491803279,71.8320610687023,-321.117462158203
-130.003278688525,71.8320610687023,-317.6474609375
-129.83606557377,71.8320610687023,-318.737457275391
-129.668852459016,71.8320610687023,-321.239990234375
-129.501639344262,71.8320610687023,-322.939971923828
-129.334426229508,71.8320610687023,-318.439971923828
-129.167213114754,71.8320610687023,-312.769989013672
-129,71.8320610687023,-316.319976806641
-180,71.6641221374046,0.0749987810850143
-179.832786885246,71.6641221374046,3.72499871253967
-179.665573770492,71.6641221374046,4.80499887466431
-179.498360655738,71.6641221374046,4.41499900817871
-179.331147540984,71.6641221374046,4.39499855041504
-179.16393442623,71.6641221374046,5.1949987411499
-178.996721311475,71.6641221374046,6.1924991607666
-178.829508196721,71.6641221374046,5.76249885559082
-178.662295081967,71.6641221374046,3.92249917984009
-178.495081967213,71.6641221374046,0.992499113082886
-178.327868852459,71.6641221374046,-6.45750093460083
-178.160655737705,71.6641221374046,-10.5575008392334
-177.993442622951,71.6641221374046,-13.6875009536743
-177.826229508197,71.6641221374046,-15.7699975967407
-177.659016393443,71.6641221374046,-19.5099983215332
-177.491803278689,71.6641221374046,-21.7399978637695
-177.324590163934,71.6641221374046,-22.5999965667725
-177.15737704918,71.6641221374046,-24.2499980926514
-176.990163934426,71.6641221374046,-26.0299968719482
-176.822950819672,71.6641221374046,-26.477502822876
-176.655737704918,71.6641221374046,-26.977502822876
-176.488524590164,71.6641221374046,-28.5975017547607
-176.32131147541,71.6641221374046,-29.4875030517578
-176.154098360656,71.6641221374046,-30.557502746582
-175.986885245902,71.6641221374046,-34.0675010681152
-175.819672131148,71.6641221374046,-36.9275016784668
-175.652459016393,71.6641221374046,-45.0974960327148
-175.485245901639,71.6641221374046,-49.5774993896484
